City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
458,Sur,OM,22.5667,59.5289,80.94,40,0,6.78,clear sky
459,Kathmandu,NP,27.7167,85.3167,64.4,59,20,2.3,haze
460,Te Anau,NZ,-45.4167,167.7167,63.16,46,0,5.75,clear sky
461,Jutai,BR,-5.1833,-68.9,73.31,98,100,0.31,moderate rain
462,Saiha,IN,22.4833,92.9667,85.98,35,1,3.47,clear sky
463,Zarinsk,RU,53.7074,84.9493,34.27,82,97,8.28,overcast clouds
464,Abha,SA,18.2164,42.5053,62.6,51,0,4.61,clear sky
465,Alofi,NU,-19.0595,-169.9187,82.4,65,1,6.91,clear sky
466,Homer,US,59.6425,-151.5483,27.0,46,75,20.71,snow
467,Meridian,US,43.6121,-116.3915,48.2,25,1,9.22,clear sky
468,Tiarei,PF,-17.5333,-149.3333,86.0,66,75,10.36,broken clouds
469,Halifax,CA,44.6453,-63.5724,42.8,87,86,6.91,overcast clouds
470,Sisimiut,GL,66.9395,-53.6735,32.47,94,100,15.21,snow
471,Zhigalovo,RU,54.8097,105.1578,34.88,71,96,6.69,overcast clouds
472,Paracuru,BR,-3.41,-39.0306,82.99,72,100,27.0,overcast clouds
473,Imphal,IN,24.8167,93.95,62.6,94,75,6.91,mist
474,Great Falls,US,47.5002,-111.3008,35.6,75,75,20.71,snow
475,Cockburn Town,TC,21.4612,-71.1419,75.04,64,49,14.16,scattered clouds
476,Daule,EC,-1.865,-79.9792,82.4,69,75,9.22,moderate rain
477,Dodola,ET,6.9833,39.1833,49.33,69,66,2.64,broken clouds
478,Konstanz,DE,47.6603,9.1758,30.99,86,20,2.3,few clouds
479,Aripuana,BR,-9.1667,-60.6333,72.68,98,96,1.74,heavy intensity rain
480,Stillwater,US,36.1156,-97.0584,66.2,34,1,9.22,clear sky
481,Strezhevoy,RU,60.7333,77.5889,33.8,75,0,6.71,clear sky
482,Sturgeon Bay,US,44.8342,-87.377,51.8,100,90,6.91,mist
483,Lufilufi,WS,-13.8745,-171.5986,89.6,74,75,8.05,broken clouds
484,Qasigiannguit,GL,68.8193,-51.1922,33.8,86,90,9.22,light rain
485,Vanimo,PG,-2.6741,141.3028,86.36,66,98,8.46,overcast clouds
486,Fairlie,GB,55.756,-4.8556,37.0,86,9,7.0,clear sky
487,Dudinka,RU,69.4058,86.1778,4.96,91,9,2.68,clear sky
488,Tvoroyri,FO,61.5556,-6.8111,30.2,64,75,27.63,light snow
489,Tocopilla,CL,-22.092,-70.1979,67.57,79,78,9.08,broken clouds
490,Xique-Xique,BR,-10.8218,-42.7263,77.94,61,5,20.38,clear sky
491,Mindelo,CV,16.8901,-24.9804,68.0,77,20,23.02,few clouds
492,San Patricio,US,28.017,-97.5169,73.4,88,90,19.57,overcast clouds
493,Amboasary,MG,-25.0333,46.3833,75.2,88,20,11.5,few clouds
494,Zyryanka,RU,65.75,150.85,14.74,84,100,11.36,overcast clouds
495,Channarayapatna,IN,12.9044,76.3917,78.78,47,0,1.21,clear sky
496,Wanning,CN,18.8003,110.3967,79.88,71,30,8.14,scattered clouds
497,Neiafu,TO,-18.65,-173.9833,82.4,61,40,4.61,scattered clouds
498,Ribeira Grande,PT,38.5167,-28.7,59.88,84,67,10.42,broken clouds
499,Mweka,CD,-4.85,21.5667,65.86,94,97,2.44,overcast clouds
500,Okhotsk,RU,59.3833,143.3,24.51,67,8,15.32,clear sky
501,Sagua La Grande,CU,22.8067,-80.0756,71.6,78,20,6.91,few clouds
502,Talara,PE,-4.5772,-81.2719,72.18,80,99,15.37,overcast clouds
503,Staryy Nadym,RU,65.6118,72.6842,31.24,90,100,12.66,overcast clouds
504,Saint-Pierre,RE,-21.3393,55.4781,77.0,73,0,6.91,clear sky
505,Maunabo,PR,18.0072,-65.8993,75.0,77,100,1.01,overcast clouds
506,Waipawa,NZ,-41.4122,175.5153,68.0,68,100,14.97,overcast clouds
507,Joshimath,IN,30.5667,79.5667,59.54,26,19,0.76,few clouds
508,Tommot,RU,58.9564,126.2925,36.12,96,100,8.48,overcast clouds
509,Oakdale,US,44.963,-92.9649,53.01,76,40,3.44,scattered clouds
510,Bereda,ES,43.2686,-7.5406,46.99,100,71,1.99,broken clouds
511,Mackenzie,CA,55.2999,-123.1698,35.6,48,90,9.22,overcast clouds
512,Zhigansk,RU,66.7697,123.3711,11.26,80,100,19.84,overcast clouds
513,Esil,KZ,51.9556,66.4042,34.34,88,75,2.01,broken clouds
514,Sistranda,NO,63.7256,8.834,33.8,93,75,6.91,broken clouds
515,Austin,US,30.2672,-97.7431,81.0,48,25,13.76,scattered clouds
516,Mattru,SL,7.6244,-11.8332,78.24,88,28,1.81,scattered clouds
517,Karaton,ID,-6.3424,106.1045,86.0,79,40,5.75,scattered clouds
518,Gdov,RU,58.7406,27.8122,28.06,86,13,9.66,few clouds
519,Vardo,NO,70.3705,31.1107,24.8,80,20,19.57,few clouds
520,Nouadhibou,MR,20.931,-17.0347,66.2,77,0,17.27,clear sky
521,Iskateley,RU,67.6803,53.1512,37.6,96,100,27.27,overcast clouds
522,Zhuhai,CN,22.2769,113.5678,69.01,94,40,14.97,mist
523,Vestmannaeyjar,IS,63.4427,-20.2734,24.64,67,0,24.72,clear sky
524,Oum Hadjer,TD,13.2954,19.6966,82.09,10,18,8.95,few clouds
525,Mayo,US,38.8876,-76.5119,57.2,82,1,8.05,clear sky
526,Boshnyakovo,RU,49.6333,142.1667,29.44,63,100,20.33,overcast clouds
527,Domna,RU,51.8971,113.1573,44.6,33,40,4.47,scattered clouds
528,Mongar,BT,27.2747,91.2396,67.12,46,75,2.66,broken clouds
529,Akureyri,IS,65.6835,-18.0878,24.8,46,90,11.5,overcast clouds
530,Mareeba,AU,-17.0,145.4333,90.0,66,40,8.05,scattered clouds
531,Tunis,TN,34.0,9.0,48.2,61,0,14.97,clear sky
532,The Valley,AI,18.217,-63.0578,77.0,65,20,11.5,few clouds
533,Guiratinga,BR,-16.3494,-53.7583,68.63,94,9,4.85,clear sky
534,Tambovka,RU,50.0969,128.0489,44.6,23,0,4.47,clear sky
535,Maracaibo,VE,10.6317,-71.6406,79.95,76,94,15.46,overcast clouds
536,Bandrele,YT,-12.9067,45.1914,77.0,88,0,2.3,light rain
537,Vao,NC,-22.6667,167.4833,75.4,88,100,24.52,light rain
538,Tempio Pausania,IT,40.8974,9.1035,30.2,93,0,2.3,clear sky
539,Davidson,US,36.1501,-86.7833,69.8,59,20,9.22,few clouds
540,Honiara,SB,-9.4333,159.95,75.11,94,100,3.6,heavy intensity rain
541,Cap Malheureux,MU,-19.9842,57.6142,79.0,71,84,5.99,broken clouds
542,Artesia,US,33.8658,-118.0831,66.99,59,1,8.05,clear sky
543,Magadan,RU,59.5667,150.8,25.99,62,15,5.41,few clouds
544,La Macarena,CO,2.1837,-73.7849,72.88,98,99,2.39,overcast clouds
545,Waingapu,ID,-9.6567,120.2641,84.87,69,27,4.7,scattered clouds
546,Lekoni,GA,-1.5843,14.2591,73.58,82,100,2.37,overcast clouds
547,Tefe,BR,-3.3542,-64.7114,78.6,79,100,2.8,light rain
548,Normandin,CA,48.8333,-72.5321,48.2,76,100,5.75,overcast clouds
549,Fantino,DO,19.1215,-70.2997,73.4,94,40,1.3,scattered clouds
550,Porto Velho,BR,-8.7619,-63.9039,77.0,94,90,6.91,heavy intensity rain
551,Abbeville,FR,50.1,1.8333,39.0,87,0,2.3,clear sky
552,Tevriz,RU,57.509,72.4042,33.98,92,100,9.26,overcast clouds
553,Kargasok,RU,59.0556,80.8572,36.48,81,94,4.88,overcast clouds
554,Shimoda,JP,34.6667,138.95,57.2,44,75,13.8,broken clouds
555,Trairi,BR,-3.2778,-39.2689,79.66,82,100,11.45,overcast clouds
556,Bilma,NE,18.6853,12.9164,79.25,5,0,6.85,clear sky
557,Puerto Escondido,MX,15.85,-97.0667,82.4,74,1,6.91,clear sky
558,Chipoka,MW,-13.9933,34.5157,68.5,72,87,8.86,overcast clouds
559,Chokwe,MZ,-24.5333,32.9833,66.47,96,0,3.67,clear sky
560,Mincivan,AZ,39.0294,46.7185,66.72,33,7,4.7,clear sky
561,Byron Bay,AU,-28.65,153.6167,79.0,57,0,8.05,clear sky
562,Malanje,AO,-9.5402,16.341,63.95,96,100,2.95,overcast clouds
563,Svetlyy,RU,54.675,20.1347,39.2,70,0,11.18,clear sky
564,Lima,PE,-12.0432,-77.0282,68.0,83,40,11.5,scattered clouds
565,Tarakan,ID,3.3,117.6333,80.6,83,40,4.61,moderate rain
566,Fonte Boa,BR,-2.4959,-66.2662,76.93,88,100,2.93,overcast clouds
567,Silva Jardim,BR,-22.6508,-42.3917,66.11,95,14,3.18,few clouds
568,Marrakesh,MA,31.6315,-8.0083,57.2,82,40,1.14,scattered clouds
569,Batemans Bay,AU,-35.7167,150.1833,73.0,79,68,5.99,broken clouds
570,Choya,RU,52.0108,86.5467,33.39,93,100,2.86,overcast clouds
571,Charlestown,AU,-32.95,151.6667,84.0,61,20,3.0,few clouds
572,Rorvik,NO,64.8621,11.2373,32.27,67,100,7.02,light snow
573,Ilorin,NG,8.5,4.55,76.95,84,95,10.38,overcast clouds
574,Robertsport,LR,6.7533,-11.3686,80.31,88,83,5.7,broken clouds
575,Bambanglipuro,ID,-7.95,110.2833,85.05,68,43,4.32,scattered clouds
576,Comodoro Rivadavia,AR,-45.8667,-67.5,51.8,93,90,3.44,moderate rain
577,Vila,PT,42.0304,-8.1588,45.0,82,100,3.6,overcast clouds
578,Powell River,CA,49.8496,-124.5361,48.2,42,75,5.75,broken clouds
579,Uruzgan,AF,32.8333,66.0,59.5,20,22,3.87,few clouds
580,Olinda,BR,-8.0089,-34.8553,80.6,69,40,10.36,scattered clouds
581,Kuusamo,FI,65.9667,29.1833,17.6,100,0,2.3,clear sky
582,Vostok,RU,46.4856,135.8833,31.51,64,100,6.46,overcast clouds
583,Poum,NC,-20.2333,164.0167,76.32,91,100,13.35,overcast clouds
584,Latung,PH,5.5,120.8833,81.97,72,90,3.49,overcast clouds
585,Kailua,US,21.4022,-157.7394,78.8,60,40,16.11,scattered clouds
586,Daguma,PH,6.5867,124.5472,88.12,62,93,3.65,overcast clouds
587,Mwense,ZM,-10.3845,28.698,61.99,94,95,3.8,overcast clouds
588,Puerto Carreno,CO,6.189,-67.4859,78.66,82,100,6.33,overcast clouds
589,Praia Da Vitoria,PT,38.7333,-27.0667,59.0,94,40,13.85,scattered clouds
590,Steamboat Springs,US,40.485,-106.8317,48.2,25,90,9.69,overcast clouds
591,Kudahuvadhoo,MV,2.6708,72.8944,82.44,69,2,8.72,clear sky
592,Salaga,GH,8.5508,-0.5188,83.14,57,100,4.92,overcast clouds
593,Sosnovo-Ozerskoye,RU,52.5249,111.5418,37.65,65,100,10.4,light snow
594,Sayyan,YE,15.1718,44.3244,53.31,21,76,2.01,broken clouds
595,Brazzaville,CG,-4.2658,15.2832,78.8,83,100,3.44,overcast clouds
596,Alvinopolis,BR,-20.1067,-43.0489,62.71,89,58,1.63,broken clouds
597,Kawalu,ID,-7.3817,108.2082,87.49,49,98,2.15,overcast clouds
598,Belyy Yar,RU,53.6039,91.3903,35.6,87,40,8.95,scattered clouds
599,North Platte,US,41.1239,-100.7654,55.99,26,1,5.75,clear sky
600,Katiola,CI,8.1333,-5.1,75.2,88,100,6.91,overcast clouds
601,Raudeberg,NO,61.9875,5.1352,36.0,91,89,15.97,overcast clouds
602,Hare Bay,CA,48.8499,-54.0148,37.4,100,100,5.75,overcast clouds
603,Vila Velha,BR,-20.3297,-40.2925,75.0,94,75,4.61,broken clouds
604,Ituango,CO,7.1712,-75.764,64.04,98,100,1.41,overcast clouds
605,Mapastepec,MX,15.4333,-92.9,77.61,76,0,2.48,clear sky
606,Dingle,PH,10.9995,122.6711,86.97,57,100,9.37,overcast clouds
607,Cayenne,GF,4.9333,-52.3333,75.99,100,90,1.14,fog
608,Sibu,MY,2.3,111.8167,86.0,74,40,1.14,scattered clouds
609,Kununurra,AU,-15.7667,128.7333,96.8,30,40,8.05,scattered clouds
610,Aguimes,ES,27.9054,-15.4461,66.2,77,20,4.61,few clouds
611,Camopi,GF,3.1655,-52.3158,71.85,99,100,1.9,overcast clouds
612,Uenohara,JP,35.6167,139.1167,59.0,31,1,4.61,clear sky
613,Palu,ID,-0.8917,119.8707,90.43,55,94,2.93,overcast clouds
614,May Pen,JM,17.9645,-77.2451,78.8,83,40,8.05,scattered clouds
615,Teloloapan,MX,18.35,-99.85,70.03,39,15,4.12,few clouds
616,Deep River,CA,46.1001,-77.4995,59.0,55,1,4.61,clear sky
617,Diego De Almagro,CL,-26.3667,-70.05,60.42,61,22,2.08,few clouds
618,Shirokiy,RU,49.758,129.523,44.46,38,5,6.15,clear sky
619,Machali,CL,-34.1833,-70.6667,56.08,52,2,2.71,clear sky
620,Terney,RU,45.0503,136.6092,38.57,54,100,2.57,overcast clouds
621,Huarmey,PE,-10.0681,-78.1522,69.75,87,81,7.47,broken clouds
622,New Ulm,US,44.3125,-94.4605,51.8,82,90,6.91,overcast clouds
623,Ndele,CF,8.4109,20.6473,78.31,60,81,7.99,broken clouds
624,Umbertide,IT,43.3055,12.3366,34.0,82,4,1.21,clear sky
625,Pierre,US,44.3683,-100.351,55.0,35,1,8.05,clear sky
626,Araouane,ML,18.9048,-3.5265,81.3,13,0,8.37,clear sky
627,Sabang,ID,5.8933,95.3214,82.44,69,34,1.57,scattered clouds
628,Camana,PE,-16.6228,-72.7111,69.84,84,100,7.02,overcast clouds
629,Tilichiki,RU,60.4667,166.1,23.2,75,100,13.44,overcast clouds
630,Alice Springs,AU,-23.7,133.8833,87.8,16,30,5.75,scattered clouds
631,Lamu,KE,-2.2717,40.902,80.6,77,19,8.03,few clouds
632,Ust-Maya,RU,60.4167,134.5333,31.23,80,100,9.48,overcast clouds
633,San Jeronimo,PE,-11.9472,-75.2829,48.31,85,100,3.38,overcast clouds
634,Takestan,IR,36.0696,49.6959,62.6,42,0,6.91,clear sky
635,Palembang,ID,-2.9167,104.7458,82.4,78,75,6.91,broken clouds
636,Adrar,MR,20.5022,-10.0711,73.08,19,0,11.63,clear sky
637,Newark,US,40.7357,-74.1724,59.0,58,20,6.91,few clouds
638,Tura,IN,25.5198,90.2201,81.09,62,1,5.59,clear sky
639,Veroia,GR,40.5233,22.2036,42.01,43,0,3.22,clear sky
640,Ixtapa,MX,20.7,-105.2,75.2,83,20,4.61,few clouds
641,Kruisfontein,ZA,-34.0033,24.7314,60.01,93,33,1.99,scattered clouds
642,Arinos,BR,-15.9169,-46.1056,70.83,69,99,6.76,overcast clouds
643,Havelock,US,34.8791,-76.9013,66.99,82,1,4.61,clear sky
644,Ust-Kulom,RU,61.6864,53.6902,37.69,84,98,12.1,overcast clouds
645,Kochi,IN,9.9399,76.2602,80.6,89,40,3.44,mist
646,Matai,TZ,-8.3,31.5167,59.0,100,20,9.22,few clouds
647,Marsh Harbour,BS,26.5412,-77.0636,71.15,60,0,8.79,clear sky
648,Nuuk,GL,64.1835,-51.7216,35.6,80,90,42.57,light snow
649,Loandjili,CG,-4.7561,11.8578,80.6,94,75,3.44,broken clouds
650,Marathon,US,44.9,-89.7668,55.4,88,90,4.61,light rain
651,Liverpool,GB,53.4106,-2.9779,46.4,87,90,8.05,light rain
652,Sebrovo,RU,50.0981,43.2976,37.0,92,100,5.99,overcast clouds
653,Soyo,AO,-6.1349,12.3689,78.96,84,100,3.71,overcast clouds
654,Lusambo,CD,-4.9667,23.45,68.23,99,100,2.46,light rain
655,Elwood,AU,-37.8817,144.983,64.0,72,90,18.41,overcast clouds
656,Goderich,CA,43.7501,-81.7165,59.0,88,100,10.36,overcast clouds
657,San Anselmo,US,37.9747,-122.5616,59.0,47,1,7.49,clear sky
658,Mineiros,BR,-17.5694,-52.5511,66.24,93,41,3.94,scattered clouds
659,Pringsewu,ID,-5.3582,104.9744,85.64,65,87,3.27,overcast clouds
660,Grand-Santi,GF,4.25,-54.3833,72.7,99,100,1.77,light rain
661,Kyra,RU,49.5776,111.9753,55.9,23,73,6.22,broken clouds
662,Temir,KZ,49.1414,57.13,42.28,74,56,10.63,broken clouds
663,Ocos,GT,14.5094,-92.1933,82.4,74,40,3.44,scattered clouds
664,Playa Vicente,MX,17.8333,-95.8167,80.46,61,0,2.95,clear sky
665,Gimli,CA,50.6336,-96.9907,33.8,100,100,9.22,overcast clouds
666,Port Hedland,AU,-20.3167,118.5667,89.6,66,40,13.8,scattered clouds
667,Thinadhoo,MV,0.5333,72.9333,82.47,65,14,9.33,few clouds
668,Axim,GH,4.8699,-2.2405,79.63,85,100,7.07,overcast clouds
669,Khorramshahr,IR,30.4397,48.1664,78.8,44,75,16.11,broken clouds
670,Kyabe,TD,9.4515,18.9449,81.41,46,91,6.8,overcast clouds
671,Asfi,MA,32.2994,-9.2372,58.1,80,60,11.07,broken clouds
672,Oktyabrskiy,RU,54.4815,53.471,35.87,99,100,3.53,overcast clouds
673,Meadow Lake,US,34.8014,-106.5436,72.0,9,75,19.57,broken clouds
674,Nelson Bay,AU,-32.7167,152.15,82.0,50,0,21.85,clear sky
675,Mirabad,AF,30.4362,61.8383,74.68,14,3,4.34,clear sky
676,Mezhgorye,UA,44.9667,34.4167,32.9,74,99,3.83,overcast clouds
677,Sargatskoye,RU,55.6101,73.4972,33.84,99,100,12.91,overcast clouds
678,Maniitsoq,GL,65.4167,-52.9,31.55,97,100,33.31,snow
679,Cairns,AU,-16.9167,145.7667,90.0,66,40,8.05,scattered clouds
680,Brewster,US,41.3973,-73.6171,52.0,71,14,4.9,few clouds
681,Fallon,US,39.4735,-118.7774,64.4,12,20,11.5,few clouds
682,Ishigaki,JP,24.3448,124.1572,75.2,64,75,10.36,broken clouds
683,Tranas,SE,58.0372,14.9782,41.0,81,90,24.16,overcast clouds
684,Keelung,TW,25.1283,121.7419,62.6,94,75,10.36,light intensity drizzle
685,Shakhtinsk,KZ,49.71,72.5872,42.8,81,0,2.24,clear sky
686,Korla,CN,41.7597,86.1469,57.36,40,20,3.24,few clouds
687,Sinegorye,RU,62.0788,150.477,13.77,76,11,4.72,few clouds
688,Kahului,US,20.8947,-156.47,78.8,53,40,21.85,scattered clouds
